ups,7.792669597709752
moms,7.652108344946912
smith,7.342611542967776
florida ’,6.943232745674102
movie,6.93429867756485
commitment,6.934298677564848
newsletter,6.830864323555851
text,6.803651142283371
union,6.690426877365384
called “,6.455019852559388
careful,6.4100830809813125
familiar,6.4083147043552
invasion,6.352941176470588
catch,6.337195585605196
doctors,6.330762528093577
images,6.318968977343242
artists,6.236881477894716
ceo,6.218394105975325
court ’,6.186218501473534
artist,6.161874997878952
talks,6.148660140406755
protests,6.143655153340666
pride month,6.127938018393352
listening,6.099243242430914
fix,6.094031933581636
controversy,6.08651029335407
friendship,6.072710287245453
loneliness,6.062204575497982
discipline,6.0302821362100945
tries,5.981596183607384
philadelphia,5.968863234530541
app,5.968863234530541
dissent,5.96620881725111
mob,5.883047277344232
gotten,5.882352941176471
describes,5.882352941176471
show ’,5.841838963503937
religion,5.827129379044817
disney,5.794988018563036
committed,5.790565224657494
ballot,5.764705882352942
quote,5.764705882352942
interesting,5.761870448695055
led states,5.756659139845778
energy,5.746302065960327
.” “,5.727226378622305
teenagers,5.722259147073212
ai,5.704252289703222
computer,5.704252289703221
protecting,5.693586763602938
restaurant,5.680347844433265
joe biden,5.678071905112637
founders,5.648131991083297
2014,5.6442233898715255
writers,5.635717088897869
tools,5.631490440794682
australia,5.617483054335816
glad,5.560371322044679
attorney general,5.560371322044679
sisters,5.555271107010435
park,5.52136502219872
manhattan,5.513843381971153
recent months,5.511007948313266
unlike,5.456466773605707
world war ii,5.449668061945468
poll,5.430131633427914
instagram,5.427750581751144
candidates,5.413385542719899
guess,5.411764705882353
store,5.380627940412894
color,5.380627940412893
throw,5.331436060280662
raise money,5.329259206919587
treatments,5.304853789408781
tired,5.300388855027383
definitely,5.298390393106339
appreciate,5.294117647058823
permit,5.286070904551662
jack,5.259339655581591
new hampshire,5.2321267035341155
france,5.2318441161199045
restaurants,5.22299852830882
hours,5.195325344502833
era,5.184371296927365
russia,5.183992228462861
workers,5.183992228462861
judge,5.1808933821408365
sexual orientation,5.180893382140836
citing,5.176470588235294
services,5.176470588235294
names,5.176470588235294
understanding,5.173635154577409
takes,5.173635154577409
streets,5.173635154577408
bigger,5.153052718778606
homelessness,5.153052718778606
aug,5.149756616671377
prevent,5.145333822765835
expression,5.145333822765835
video,5.145333822765834
2015,5.114479644710587
free speech,5.086853431753396
jobs,5.077678285679304
hour,5.077678285679303
sold,5.077678285679303
cities,5.0649453366024595
system,5.060410889659422
safety,5.0588235294117645
second term,5.056169112132334
justice,5.05598809575388
mayor,5.043255146677035
provide,5.035061285161465
desantis ’,5.028468331840075
wokeness,5.024045537934533
american history,5.024045537934533
nomination,4.995788643801749
candidacy,4.9858785383115904
vision,4.9744239980963965
established,4.973820708089129
stuff,4.962675119259941
obama,4.960749647714269
pride,4.960031226855774
season,4.953637990195138
map,4.9490651484315675
accepted,4.948698110815802
spending,4.9411764705882355
constitution,4.9411764705882355
recent years,4.9411764705882355
communities,4.941176470588235
majority,4.941176470588235
passage,4.931654566844938
edited,4.898717704459768
thinks,4.890139574638997
topic,4.878081744416537
giving,4.878081744416536
rape,4.86119973317841
adam,4.860857347765819
description,4.858670971625469
shelter,4.858670971625469
confusion,4.854271063877991
partner,4.853338215607713
ran,4.846806961937786
charged,4.8279522056702495
attempt,4.8235294117647065
harmful,4.823529411764706
black,4.823529411764706
drawing,4.815703876824077
founded,4.812383822935519
afraid,4.8123838229355185
pushed,4.807961029029976
posted,4.807961029029976
media,4.807961029029976
six,4.8079610290299755
claim,4.8079610290299755
development,4.775612049615773
embraced,4.771448573730158
uncomfortable,4.771448573730158
process,4.771388733168475
federal judge,4.771388733168474
equity,4.771388733168474
dignity,4.771197191914756
courage,4.7676906108821155
transgender athletes,4.764925336866034
consumers,4.764857479498549
felt,4.751206015274484
door,4.750083928024806
paid,4.744866302858276
offered,4.744866302858276
positions,4.736516956565599
expensive,4.734814135032655
counter,4.727640400234087
anger,4.710305146846719
happy,4.705882352941177
forced,4.705882352941177
covid,4.705882352941176
slow,4.698202648049779
college campuses,4.692082346832558
discrimination,4.690313970206447
britain ’,4.689591600861582
design,4.684650369956596
state legislatures,4.680323945216827
challenging,4.660081386761153
trans youth,4.653550133091226
guys,4.647278278042505
published,4.647278278042505
considering,4.647278278042505
imagine,4.64365031539795
killing,4.638173291610216
viewed,4.625369686235582
dispute,4.62337685397841
watching,4.622466891866196
tech,4.61886989774207
technology,4.618032067111916
russia ’,4.611500813441991
000,4.588235294117647
comment,4.588235294117647
spent,4.584076552699984
title ix,4.573630933968766
meetings,4.573630933968766
gay people,4.562676886393298
